File SSV Action;File SSV Status;File SSV Error;Area Type;Area FID;Area Version;Area Name;Zoning FID;Zoning Version;Zoning Name;Zoning Id;Zoning Tech;BG Id;BG Version;BG Name;BG SSV Action;BG SSV Status;BG SSV Error;BG Building SSV Action;BG Building SSV Status;BG Building SSV Error;Building FID;Building Version;LAM MK;LAM City Code;LAM Street Code;Street;Nr;Suffix;Zip;Municipality;Suburb;xPos;yPos;Name;Wall Mount;SS Reason;Number Floors;Height Cable;Orig VC Type;New VC Type;VC Method;Intro Tube;Prov Status;Prov Reason;Prov Planned;Prov Mod By;Prov Mod Date;Comments;SSV Flag;SSV Action;SSV Status;SSV Error;SSV Date;Seq;LU Key;LAM SK;Nature;Nr TPs;PBox;App;Block;Floor;OtherRef;CAD;CAD Details;CAD Type;CAD Type Descr;CAD SubType;Prov Status LU;Prov Reason LU;Prov Planned LU;Prov Mod By LU;Prov Mod Date LU;Comments LU;SSV Flag LU;SSV Action LU;SSV Status LU;SSV Error LU;SSV Date LU;LU;BU;SU;TOTAAL;LANGUAGE;BT;CONTACT;EMAIL;TELNR;adres
;;;Zoning;5579060;20191120103946;W02-D-Hasselt-FH01;5579060;20191120103946;W02-D-Hasselt-FH01;15489;FTTH-Cu;;;;;;;;;;379452;20200323194111;1145390;26300000;908;Koningin Astridlaan;35;;3500;Hasselt;;217667,298;180585,608;;N;MON;3;14;Undefined;Unknown;E - CAT5e-6;None;;;;;;;;;;;;2;11254932;5707777;BU;1;;102;;1;;N;;;;;;;;;;;;;;;;0;2;0;2;NL;MDU;nan;nan;nan;Koningin Astridlaan35
;;;Zoning;5579060;20191120103946;W02-D-Hasselt-FH01;5579060;20191120103946;W02-D-Hasselt-FH01;15489;FTTH-Cu;;;;;;;;;;379453;20190517105342;1145391;26300000;908;Koningin Astridlaan;33;;3500;Hasselt;;217673,377;180580,627;;N;IRREG;4;12;Undefined;Unknown;B - G.Fast;None;;;;;;;;;;;;3;11098893;4798171;BU;1;3;;;;;N;;;;;;;;;;;;;;;;0;3;0;3;NL;MDU;nan;nan;nan;Koningin Astridlaan33
;;;Zoning;5579060;20191120103946;W02-D-Hasselt-FH01;5579060;20191120103946;W02-D-Hasselt-FH01;15489;FTTH-Cu;;;;;;;;;;5157614;20191224162542;2408231;26300000;908;Koningin Astridlaan;9;;3500;Hasselt;;217736,681;180525,135;;Y;NA;4;12;Undefined;Unknown;D - Facade Box;None;;;;;;PRO_SALE;;;;;;5;11110536;;BU;1;;;;;;N;;;;;;;;;;;;;;;;4;1;0;5;NL;MDU;nan;nan;nan;Koningin Astridlaan9
;;;Zoning;5579060;20191120103946;W02-D-Hasselt-FH01;5579060;20191120103946;W02-D-Hasselt-FH01;15489;FTTH-Cu;;;;;;;;;;5157757;20200620214431;2428481;26300000;20037;Frans Massystraat;20;;3500;Hasselt;;217468,093;180552,461;;Y;NA;4;9;Undefined;Unknown;D - Facade Box;None;;;;;;;;;;;;5;11136358;;LU;1;;;;;;N;;;;;;;;;;;;;;;;5;0;0;5;NL;MDU;nan;nan;nan;Frans Massystraat20
;;;Zoning;5579060;20191120103946;W02-D-Hasselt-FH01;5579060;20191120103946;W02-D-Hasselt-FH01;15489;FTTH-Cu;;;;;;;;;;390926;20200309000816;2442197;26300000;30462;Thonissenlaan;10;;3500;Hasselt;;217768,891;180538,697;;Y;NA;3;10;Undefined;Unknown;D - Facade Box;None;;;;;;;;;;;;3;11203957;;SU;1;;;;;Alarm;N;;;;;;;;;;;;;;;;1;1;1;3;NL;MDU;nan;nan;nan;Thonissenlaan10
;;;Zoning;5579060;20191120103946;W02-D-Hasselt-FH01;5579060;20191120103946;W02-D-Hasselt-FH01;15489;FTTH-Cu;;;;;;;;;;390941;20200309000047;2442309;26300000;30462;Thonissenlaan;40;;3500;Hasselt;;217819,516;180658,022;;N;HEIGHT;6;18;Undefined;Unknown;A - Floorbox;None;B;BOWN;;;;;;;;;;8;11110617;5596509;SU;1;91;;;;;Y;;HOUSE;;;B;BOWN;;;;;;;;;;6;1;1;8;NL;MDU;nan;nan;nan;Thonissenlaan40
;;;Zoning;5579060;20191120103946;W02-D-Hasselt-FH01;5579060;20191120103946;W02-D-Hasselt-FH01;15489;FTTH-Cu;;;;;;;;;;7072234;20200620214424;2449567;26300000;39030;Burgemeester Bollenstraat;13;;3500;Hasselt;;217767;180601;;N;IRREG;3;9;Undefined;Unknown;D - Facade Box;None;;;;;;;;;;;;3;11110579;;BU;1;;;;;;N;;;;;;;;;;;;;;;;0;3;1;4;NL;MDU;nan;nan;nan;Burgemeester Bollenstraat13
;;;Zoning;5579060;20191120103946;W02-D-Hasselt-FH01;5579060;20191120103946;W02-D-Hasselt-FH01;15489;FTTH-Cu;;;;;;;;;;7072234;20200620214424;2449567;26300000;39030;Burgemeester Bollenstraat;13;;3500;Hasselt;;217767;180601;;N;IRREG;3;9;Undefined;Unknown;D - Facade Box;None;;;;;;;;;;;;4;11110580;;SU;1;;;;;;N;;;;;;;;;;;;;;;;0;3;1;4;NL;MDU;nan;nan;nan;Burgemeester Bollenstraat13
;;;Zoning;5579060;20191120103946;W02-D-Hasselt-FH01;5579060;20191120103946;W02-D-Hasselt-FH01;15489;FTTH-Cu;;;;;;;;;;7072235;20200620214424;2449574;26300000;39030;Burgemeester Bollenstraat;15;;3500;Hasselt;;217770;180609;;N;IRREG;3;9;Undefined;Unknown;D - Facade Box;None;;;;;;;;;;;;3;11110581;;SU;1;;;;;;N;;;;;;;;;;;;;;;;0;2;1;3;NL;MDU;nan;nan;nan;Burgemeester Bollenstraat15
;;;Zoning;5579060;20191120103946;W02-D-Hasselt-FH01;5579060;20191120103946;W02-D-Hasselt-FH01;15489;FTTH-Cu;;;;;;;;;;5157854;20200520115358;3937243;26300000;3248;Boomkensstraat;53;;3500;Hasselt;;217661,531;180004,608;;Y;NA;3;9;Undefined;Unknown;D - Facade Box;None;;;;;;;;;;;;9;11394459;6006550;BU;1;;3;;0;;N;;;;;;;;;;;;;;;;4;3;0;7;NL;MDU;nan;nan;nan;Boomkensstraat53
