CompleteTime;ReceivedTime;Opdrachtnummer;SS_Fiberhood;SS_reason_underground;SS_reason_wllmnt_N;SS_reason_wllmnt_Y;SS_MDU_LAMKEY;DETAIL_UNIT_ZIPCODE;DETAIL_UNIT_BLOC;DETAIL_UNIT_ETAGE;DETAIL_UNIT_UNIT;DETAIL_UNIT_PROXIMUS;DETAIL_UNIT_REMARKS;DETAIL_UNIT_UTAX;DETAIL_UNIT_TYPE;DETAIL_UNIT_RESIDENT;DETAIL_UNIT_GSM;DETAIL_UNIT_EMAIL
2020-07-07T12:45:49.1600000Z;2020-07-07T12:45:52.4900000Z;2762036;W03-C-Liege-FH09;;;;2762036;201;904;2;201;;;;LU;;;;
2020-07-07T12:58:34.4030000Z;2020-07-07T12:58:35.5770000Z;1311952;W03-C-Liege-FH09;;;;1311952;01;901;0;01;;;;LU;;;;
2020-07-07T12:58:34.4030000Z;2020-07-07T12:58:35.5770000Z;1311952;W03-C-Liege-FH09;;;;1311952;11;901;1;11;;;;LU;;;;
2020-07-07T12:58:34.4030000Z;2020-07-07T12:58:35.5770000Z;1311952;W03-C-Liege-FH09;;;;1311952;21;901;2;21;;;;LU;;;;
2020-07-07T12:58:34.4030000Z;2020-07-07T12:58:35.5770000Z;1311952;W03-C-Liege-FH09;;;;1311952;31;901;3;31;;;;LU;;;;
2020-07-07T13:02:20.7600000Z;2020-07-07T13:02:25.4000000Z;663277;W03-C-Liege-FH09;;;;663277;101;904;1;101;;;;LU;;;;
2020-07-07T13:02:20.7600000Z;2020-07-07T13:02:25.4000000Z;663277;W03-C-Liege-FH09;;;;663277;201;904;2;201;;;;LU;;;;
2020-07-07T13:03:29.0800000Z;2020-07-07T13:03:30.4930000Z;3137231;W03-C-Liege-FH09;;;;3137231;6/0001;;0;01;;;;LU;;;;
2020-07-07T13:03:29.0800000Z;2020-07-07T13:03:30.4930000Z;3137231;W03-C-Liege-FH09;;;;3137231;6/0011;;1;11;;;;LU;;;;
2020-07-07T13:03:29.0800000Z;2020-07-07T13:03:30.4930000Z;3137231;W03-C-Liege-FH09;;;;3137231;6/0021;;2;21;;;;LU;;;;
2020-07-07T13:03:29.0800000Z;2020-07-07T13:03:30.4930000Z;3137231;W03-C-Liege-FH09;;;;3137231;6/0031;;3;31;;;;LU;;;;
2020-07-07T13:03:29.0800000Z;2020-07-07T13:03:30.4930000Z;3137231;W03-C-Liege-FH09;;;;3137231;6/0041;;4;41;;;;LU;;;;
2020-07-07T13:07:45.9370000Z;2020-07-07T13:07:47.2370000Z;1183582;W03-C-Liege-FH09;;;;1183582;001;901;0;001;;;;LU;;;;
2020-07-07T13:07:45.9370000Z;2020-07-07T13:07:47.2370000Z;1183582;W03-C-Liege-FH09;;;;1183582;101;901;1;101;;;;LU;;;;
2020-07-07T13:07:45.9370000Z;2020-07-07T13:07:47.2370000Z;1183582;W03-C-Liege-FH09;;;;1183582;201;901;2;201;;;;LU;;;;
2020-07-07T13:10:03.6800000Z;2020-07-07T13:10:05.0900000Z;2807619;W03-C-Liege-FH08;;;;2807619;001;805;0;001;;;;BU;;;;
2020-07-07T13:10:03.6800000Z;2020-07-07T13:10:05.0900000Z;2807619;W03-C-Liege-FH08;;;;2807619;101;805;1;101;;;;LU;;;;
2020-07-07T13:10:03.6800000Z;2020-07-07T13:10:05.0900000Z;2807619;W03-C-Liege-FH08;;;;2807619;201;805;2;201;;;;LU;;;;
2020-07-07T13:10:03.6800000Z;2020-07-07T13:10:05.0900000Z;2807619;W03-C-Liege-FH08;;;;2807619;202;805;2;202;;;;LU;;;;
2020-07-07T13:10:03.6800000Z;2020-07-07T13:10:05.0900000Z;2807619;W03-C-Liege-FH08;;;;2807619;301;805;3;301;;;;LU;;;;
2020-07-07T13:10:03.6800000Z;2020-07-07T13:10:05.0900000Z;2807619;W03-C-Liege-FH08;;;;2807619;401;805;4;401;;;;LU;;;;
2020-07-07T13:18:01.9170000Z;2020-07-07T13:18:03.9270000Z;1342527;W03-C-Liege-FH09;;;;1342527;101;903;1;101;;;;LU;;;;
2020-07-07T13:18:01.9170000Z;2020-07-07T13:18:03.9270000Z;1342527;W03-C-Liege-FH09;;;;1342527;301;903;3;301;;;;LU;;;;
2020-07-07T13:29:25.8800000Z;2020-07-07T13:29:28.9700000Z;11364;W03-C-Liege-FH08;;;;11364;001;806;0;001;;;;LU;;;;
2020-07-07T13:29:25.8800000Z;2020-07-07T13:29:28.9700000Z;11364;W03-C-Liege-FH08;;;;11364;101;806;1;101;;;;LU;;;;
2020-07-07T13:29:25.8800000Z;2020-07-07T13:29:28.9700000Z;11364;W03-C-Liege-FH08;;;;11364;201;806;2;201;;;;LU;;;;
2020-07-07T13:29:25.8800000Z;2020-07-07T13:29:28.9700000Z;11364;W03-C-Liege-FH08;;;;11364;301;806;3;301;;;;LU;;;;
2020-07-07T13:33:25.2430000Z;2020-07-07T13:33:26.1670000Z;3130800;W03-C-Liege-FH08;;;;3130800;001;806;0;001;;;;LU;;;;
2020-07-07T13:33:25.2430000Z;2020-07-07T13:33:26.1670000Z;3130800;W03-C-Liege-FH08;;;;3130800;101;806;1;101;;;;LU;;;;
2020-07-07T13:33:25.2430000Z;2020-07-07T13:33:26.1670000Z;3130800;W03-C-Liege-FH08;;;;3130800;201;806;2;201;;;;LU;;;;
2020-07-07T13:33:25.2430000Z;2020-07-07T13:33:26.1670000Z;3130800;W03-C-Liege-FH08;;;;3130800;301;806;3;301;;;;LU;;;;
2020-07-07T13:33:25.2430000Z;2020-07-07T13:33:26.1670000Z;3130800;W03-C-Liege-FH08;;;;3130800;401;806;4;401;;;;LU;;;;
2020-07-07T13:48:21.8700000Z;2020-07-07T13:48:22.9500000Z;3130782;W03-C-Liege-FH08;;;;3130782;001;806;0;001;;;;BU;;;;
2020-07-07T13:48:21.8700000Z;2020-07-07T13:48:22.9500000Z;3130782;W03-C-Liege-FH08;;;;3130782;002;806;0;002;;;;BU;;;;
2020-07-07T13:48:21.8700000Z;2020-07-07T13:48:22.9500000Z;3130782;W03-C-Liege-FH08;;;;3130782;003;806;0;003;;;;LU;;;;
2020-07-07T13:48:21.8700000Z;2020-07-07T13:48:22.9500000Z;3130782;W03-C-Liege-FH08;;;;3130782;101;806;1;101;;;;LU;;;;
2020-07-07T13:48:21.8700000Z;2020-07-07T13:48:22.9500000Z;3130782;W03-C-Liege-FH08;;;;3130782;102;806;1;102;;;;LU;;;;
2020-07-07T13:48:21.8700000Z;2020-07-07T13:48:22.9500000Z;3130782;W03-C-Liege-FH08;;;;3130782;103;806;1;103;;;;LU;;;;
2020-07-07T13:48:21.8700000Z;2020-07-07T13:48:22.9500000Z;3130782;W03-C-Liege-FH08;;;;3130782;104;806;1;104;;;;LU;;;;
2020-07-07T13:48:21.8700000Z;2020-07-07T13:48:22.9500000Z;3130782;W03-C-Liege-FH08;;;;3130782;105;806;1;105;;;;LU;;;;
2020-07-07T13:48:21.8700000Z;2020-07-07T13:48:22.9500000Z;3130782;W03-C-Liege-FH08;;;;3130782;201;806;2;201;;;;LU;;;;
2020-07-07T13:48:21.8700000Z;2020-07-07T13:48:22.9500000Z;3130782;W03-C-Liege-FH08;;;;3130782;301;806;3;301;;;;LU;;;;
2020-07-07T13:52:49.6430000Z;2020-07-07T13:52:50.7170000Z;1298422;W03-C-Liege-FH08;;;;1298422;001;806;0;001;;;;BU;;;;
2020-07-07T13:52:49.6430000Z;2020-07-07T13:52:50.7170000Z;1298422;W03-C-Liege-FH08;;;;1298422;101;806;1;101;;;;LU;;;;
2020-07-07T13:52:49.6430000Z;2020-07-07T13:52:50.7170000Z;1298422;W03-C-Liege-FH08;;;;1298422;201;806;2;201;;;;LU;;;;
2020-07-07T13:52:49.6430000Z;2020-07-07T13:52:50.7170000Z;1298422;W03-C-Liege-FH08;;;;1298422;301;806;3;301;;;;LU;;;;
2020-07-07T13:56:21.0370000Z;2020-07-07T13:56:21.8830000Z;3131543;W03-C-Liege-FH08;;;;3131543;001;806;0;001;;;;LU;;;;
2020-07-07T13:56:21.0370000Z;2020-07-07T13:56:21.8830000Z;3131543;W03-C-Liege-FH08;;;;3131543;101;806;1;101;;;;LU;;;;
2020-07-07T13:56:21.0370000Z;2020-07-07T13:56:21.8830000Z;3131543;W03-C-Liege-FH08;;;;3131543;201;806;2;201;;;;LU;;;;
2020-07-07T13:56:21.0370000Z;2020-07-07T13:56:21.8830000Z;3131543;W03-C-Liege-FH08;;;;3131543;301;806;3;301;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0101;;1;11;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0102;;1;12;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0103;;1;13;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0104;;1;14;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0105;;1;15;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0201;;2;21;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0202;;2;22;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0203;;2;23;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0204;;2;24;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0301;;3;31;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0302;;3;32;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0303;;3;33;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0304;;3;34;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0401;;4;41;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0402;;4;42;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0403;;4;43;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0404;;4;44;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0501;;5;51;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0502;;5;52;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0503;;5;53;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0504;;5;54;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0601;;6;61;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0602;;6;62;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0603;;6;63;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0604;;6;64;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0605;;6;65;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0701;;7;71;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0702;;7;72;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0703;;7;73;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0704;;7;74;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;0705;;7;75;;;;LU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;001;;7;001;;Lift 1;;SU;;;;
2020-07-07T14:00:51.0000000Z;2020-07-07T14:01:12.9600000Z;5579580;W03-C-Knokke-Heist-FH04;;;;5579580;002;;7;002;;Lift 2;;LU;;;;
2020-07-07T14:07:32.3800000Z;2020-07-07T14:07:34.3630000Z;663278;W03-C-Liege-FH09;;;;663278;101;903;1;101;;;;LU;;;;
2020-07-07T14:07:32.3800000Z;2020-07-07T14:07:34.3630000Z;663278;W03-C-Liege-FH09;;;;663278;201;903;2;201;;;;LU;;;;
2020-07-07T14:07:32.3800000Z;2020-07-07T14:07:34.3630000Z;663278;W03-C-Liege-FH09;;;;663278;301;903;3;301;;;;LU;;;;
2020-07-07T14:22:48.8130000Z;2020-07-07T14:22:50.8130000Z;663284;W03-C-Liege-FH09;;;;663284;101;903;1;101;;;;LU;;;;
2020-07-07T14:22:48.8130000Z;2020-07-07T14:22:50.8130000Z;663284;W03-C-Liege-FH09;;;;663284;201;903;2;201;;;;LU;;;;
2020-07-07T14:22:48.8130000Z;2020-07-07T14:22:50.8130000Z;663284;W03-C-Liege-FH09;;;;663284;301;903;3;301;;;;LU;;;;
2020-07-07T14:46:06.4670000Z;2020-07-07T14:46:07.6200000Z;2739318;W03-C-Liege-FH09;;;;2739318;101;903;1;101;;;;LU;;;;
2020-07-07T14:46:06.4670000Z;2020-07-07T14:46:07.6200000Z;2739318;W03-C-Liege-FH09;;;;2739318;201;903;2;201;;;;LU;;;;
2020-07-07T14:46:06.4670000Z;2020-07-07T14:46:07.6200000Z;2739318;W03-C-Liege-FH09;;;;2739318;301;903;3;301;;;;LU;;;;
2020-07-07T15:00:01.9430000Z;2020-07-07T15:00:03.1000000Z;663748;W03-C-Liege-FH09;;;;663748;101;902;1;101;;;;LU;;;;
2020-07-07T15:00:01.9430000Z;2020-07-07T15:00:03.1000000Z;663748;W03-C-Liege-FH09;;;;663748;201;902;2;201;;;;LU;;;;
2020-07-07T15:00:01.9430000Z;2020-07-07T15:00:03.1000000Z;663748;W03-C-Liege-FH09;;;;663748;301;902;3;301;;;;LU;;;;
2020-07-07T15:10:33.6730000Z;2020-07-07T15:10:35.5600000Z;2806415;W03-C-Liege-FH09;;;;2806415;001;902;0;001;;;;BU;;;;
2020-07-07T15:10:33.6730000Z;2020-07-07T15:10:35.5600000Z;2806415;W03-C-Liege-FH09;;;;2806415;101;902;1;101;;;;LU;;;;
2020-07-07T15:10:33.6730000Z;2020-07-07T15:10:35.5600000Z;2806415;W03-C-Liege-FH09;;;;2806415;301;902;3;301;;C'est un kot;;LU;;;;
2020-07-07T15:10:33.6730000Z;2020-07-07T15:10:35.5600000Z;2806415;W03-C-Liege-FH09;;;;2806415;302;902;3;302;;C'est un kot;;LU;;;;
2020-07-07T15:25:47.7030000Z;2020-07-07T15:25:49.5930000Z;663741;W03-C-Liege-FH09;;;;663741;101;902;1;101;;;;LU;;;;
2020-07-07T15:25:47.7030000Z;2020-07-07T15:25:49.5930000Z;663741;W03-C-Liege-FH09;;;;663741;201;902;2;201;;;;LU;;;;
2020-07-07T15:25:47.7030000Z;2020-07-07T15:25:49.5930000Z;663741;W03-C-Liege-FH09;;;;663741;301;902;3;301;;;;LU;;;;
2020-07-07T15:25:47.7030000Z;2020-07-07T15:25:49.5930000Z;663741;W03-C-Liege-FH09;;;;663741;401;902;4;401;;;;LU;;;;
2020-07-07T15:33:20.7670000Z;2020-07-07T15:33:22.7070000Z;1472691;W03-C-Liege-FH09;;;;1472691;001;902;0;001;;;;LU;;;;
2020-07-07T15:33:20.7670000Z;2020-07-07T15:33:22.7070000Z;1472691;W03-C-Liege-FH09;;;;1472691;101;902;1;101;;;;LU;;;;
2020-07-07T15:33:20.7670000Z;2020-07-07T15:33:22.7070000Z;1472691;W03-C-Liege-FH09;;;;1472691;201;902;2;201;;;;LU;;;;
2020-07-07T15:33:20.7670000Z;2020-07-07T15:33:22.7070000Z;1472691;W03-C-Liege-FH09;;;;1472691;301;902;3;301;;;;LU;;;;
2020-07-07T16:42:03.9470000Z;2020-07-07T16:42:04.8430000Z;1962136;W03-C-Antwerpen-West-FH03;;;;1962136;0;;0;0001;;;;BU;;;;
2020-07-07T16:42:03.9470000Z;2020-07-07T16:42:04.8430000Z;1962136;W03-C-Antwerpen-West-FH03;;;;1962136;1;;1;0101;;;;LU;;;;
2020-07-07T16:42:03.9470000Z;2020-07-07T16:42:04.8430000Z;1962136;W03-C-Antwerpen-West-FH03;;;;1962136;2;;2;0201;;;;LU;;;;
2020-07-07T17:09:01.1570000Z;2020-07-07T17:09:05.9300000Z;130925;W03-C-Charleroi-FH12;;;;130925;001;1228;0;001;;;;BU;;;;
2020-07-07T17:09:01.1570000Z;2020-07-07T17:09:05.9300000Z;130925;W03-C-Charleroi-FH12;;;;130925;101;1228;1;101;;;;LU;;;;
2020-07-07T17:09:01.1570000Z;2020-07-07T17:09:05.9300000Z;130925;W03-C-Charleroi-FH12;;;;130925;102;1228;1;102;;;;LU;;;;
2020-07-07T17:09:01.1570000Z;2020-07-07T17:09:05.9300000Z;130925;W03-C-Charleroi-FH12;;;;130925;201;1228;2;201;;;;LU;;;;
2020-07-07T17:09:01.1570000Z;2020-07-07T17:09:05.9300000Z;130925;W03-C-Charleroi-FH12;;;;130925;202;1228;2;202;;;;LU;;;;
2020-07-07T17:14:14.9800000Z;2020-07-07T17:14:18.3970000Z;2025387;W03-C-Charleroi-FH12;;;;2025387;001;1220;0;001;;;;LU;;;;
2020-07-07T17:14:14.9800000Z;2020-07-07T17:14:18.3970000Z;2025387;W03-C-Charleroi-FH12;;;;2025387;101;1228;1;101;;;;LU;;;;
2020-07-07T17:14:14.9800000Z;2020-07-07T17:14:18.3970000Z;2025387;W03-C-Charleroi-FH12;;;;2025387;201;1228;2;201;;;;LU;;;;
2020-07-07T17:20:57.8630000Z;2020-07-07T17:21:01.3770000Z;2105114;W03-C-Charleroi-FH12;;;;2105114;001;1227;0;001;;;;LU;;;;
2020-07-07T17:20:57.8630000Z;2020-07-07T17:21:01.3770000Z;2105114;W03-C-Charleroi-FH12;;;;2105114;101;1227;1;102;;;;LU;;;;
2020-07-07T17:20:57.8630000Z;2020-07-07T17:21:01.3770000Z;2105114;W03-C-Charleroi-FH12;;;;2105114;201;1227;2;201;;;;LU;;;;
2020-07-07T17:30:24.7970000Z;2020-07-07T17:30:31.3630000Z;1112479;W03-C-Charleroi-FH12;;;;1112479;001;1226;0;001;;;;LU;;;;
2020-07-07T17:30:24.7970000Z;2020-07-07T17:30:31.3630000Z;1112479;W03-C-Charleroi-FH12;;;;1112479;101;1226;1;101;;;;LU;;;;
2020-07-07T17:36:15.1130000Z;2020-07-07T17:36:18.1900000Z;2028409;W03-C-Charleroi-FH12;;;;2028409;001;1225;0;001;;;;LU;;;;
