CompleteTime;ReceivedTime;Opdrachtnummer;SS_Fiberhood;SS_reason_underground;SS_reason_wllmnt_N;SS_reason_wllmnt_Y;SS_MDU_LAMKEY;DETAIL_UNIT_ZIPCODE;DETAIL_UNIT_BLOC;DETAIL_UNIT_ETAGE;DETAIL_UNIT_UNIT;DETAIL_UNIT_PROXIMUS;DETAIL_UNIT_REMARKS;DETAIL_UNIT_UTAX;DETAIL_UNIT_TYPE;DETAIL_UNIT_RESIDENT;DETAIL_UNIT_GSM;DETAIL_UNIT_EMAIL
2020-06-26T09:45:03.0000000Z;2020-06-26T09:45:04.6200000Z;1277344;W03-C-Schaerbeek-FH04;;;;1277344;301;;3;301;;;;LU;;;;
2020-06-26T09:45:03.0000000Z;2020-06-26T09:45:04.6200000Z;1277344;W03-C-Schaerbeek-FH04;;;;1277344;401;;4;404;;;;LU;;;;
2020-06-26T09:47:10.0000000Z;2020-06-26T09:47:11.5600000Z;1680298;W03-C-Schaerbeek-FH04;;;;1680298;001;;0;001;;;;LU;;;;
2020-06-26T09:47:10.0000000Z;2020-06-26T09:47:11.5600000Z;1680298;W03-C-Schaerbeek-FH04;;;;1680298;101;;1;101;;;;LU;;;;
2020-06-26T09:53:14.3600000Z;2020-06-26T09:51:12.3270000Z;1680300;W03-C-Schaerbeek-FH04;;;;1680300;001;;0;001;;;;BU;;;;
2020-06-26T09:53:14.3600000Z;2020-06-26T09:51:12.3270000Z;1680300;W03-C-Schaerbeek-FH04;;;;1680300;101;;1;101;;;;LU;;;;
2020-06-26T09:52:48.0000000Z;2020-06-26T09:52:49.1830000Z;1680295;W03-C-Schaerbeek-FH04;;;;1680295;001;;0;001;;;;LU;;;;
2020-06-26T09:52:48.0000000Z;2020-06-26T09:52:49.1830000Z;1680295;W03-C-Schaerbeek-FH04;;;;1680295;101;;1;101;;;;LU;;;;
2020-06-26T09:52:48.0000000Z;2020-06-26T09:52:49.1830000Z;1680295;W03-C-Schaerbeek-FH04;;;;1680295;201;;2;202;;;;LU;;;;
2020-06-26T09:52:48.0000000Z;2020-06-26T09:52:49.1830000Z;1680295;W03-C-Schaerbeek-FH04;;;;1680295;301;;3;301;;;;LU;;;;
2020-06-26T09:52:48.0000000Z;2020-06-26T09:52:49.1830000Z;1680295;W03-C-Schaerbeek-FH04;;;;1680295;401;;4;401;;;;LU;;;;
2020-06-26T09:56:46.6730000Z;2020-06-26T09:54:44.5270000Z;1680301;W03-C-Schaerbeek-FH04;;;;1680301;001;;0;001;;;;LU;;;;
2020-06-26T09:56:46.6730000Z;2020-06-26T09:54:44.5270000Z;1680301;W03-C-Schaerbeek-FH04;;;;1680301;101;;1;101;;;;LU;;;;
2020-06-26T10:09:06.0000000Z;2020-06-26T10:09:07.5770000Z;4110600;W03-C-Schaerbeek-FH04;;;;4110600;001;;0;001;;;;LU;;;;
2020-06-26T10:09:06.0000000Z;2020-06-26T10:09:07.5770000Z;4110600;W03-C-Schaerbeek-FH04;;;;4110600;101;;1;101;;;;LU;;;;
2020-06-26T10:09:06.0000000Z;2020-06-26T10:09:07.5770000Z;4110600;W03-C-Schaerbeek-FH04;;;;4110600;201;;2;201;;;;LU;;;;
2020-06-26T10:09:06.0000000Z;2020-06-26T10:09:07.5770000Z;4110600;W03-C-Schaerbeek-FH04;;;;4110600;301;;3;301;;;;LU;;;;
2020-06-26T10:09:06.0000000Z;2020-06-26T10:09:07.5770000Z;4110600;W03-C-Schaerbeek-FH04;;;;4110600;401;;4;401;;;;LU;;;;
2020-06-26T10:10:40.0000000Z;2020-06-26T10:10:41.0030000Z;1194867;W03-C-Schaerbeek-FH04;;;;1194867;001;;0;001;;;;LU;;;;
2020-06-26T10:10:40.0000000Z;2020-06-26T10:10:41.0030000Z;1194867;W03-C-Schaerbeek-FH04;;;;1194867;101;;1;101;;;;LU;;;;
2020-06-26T10:10:40.0000000Z;2020-06-26T10:10:41.0030000Z;1194867;W03-C-Schaerbeek-FH04;;;;1194867;201;;2;201;;;;LU;;;;
2020-06-26T10:13:01.7070000Z;2020-06-26T10:10:59.5870000Z;1680285;W03-C-Schaerbeek-FH04;;;;1680285;001;;0;001;;;;LU;;;;
2020-06-26T10:13:01.7070000Z;2020-06-26T10:10:59.5870000Z;1680285;W03-C-Schaerbeek-FH04;;;;1680285;101;;1;101;;;;LU;;;;
2020-06-26T10:13:01.7070000Z;2020-06-26T10:10:59.5870000Z;1680285;W03-C-Schaerbeek-FH04;;;;1680285;201;;2;201;;;;LU;;;;
2020-06-26T10:17:07.0000000Z;2020-06-26T10:17:08.6270000Z;1460455;W03-C-Schaerbeek-FH04;;;;1460455;001;;0;001;;;;LU;;;;
2020-06-26T10:17:07.0000000Z;2020-06-26T10:17:08.6270000Z;1460455;W03-C-Schaerbeek-FH04;;;;1460455;101;;1;101;;;;LU;;;;
2020-06-26T10:17:07.0000000Z;2020-06-26T10:17:08.6270000Z;1460455;W03-C-Schaerbeek-FH04;;;;1460455;201;;2;201;;;;LU;;;;
2020-06-26T10:17:07.0000000Z;2020-06-26T10:17:08.6270000Z;1460455;W03-C-Schaerbeek-FH04;;;;1460455;301;;3;301;;;;LU;;;;
2020-06-26T10:22:58.0000000Z;2020-06-26T10:22:59.3970000Z;1680293;W03-C-Schaerbeek-FH04;;;;1680293;001;;0;001;;;;LU;;;;
2020-06-26T10:22:58.0000000Z;2020-06-26T10:22:59.3970000Z;1680293;W03-C-Schaerbeek-FH04;;;;1680293;101;;1;101;;;;LU;;;;
2020-06-26T10:22:58.0000000Z;2020-06-26T10:22:59.3970000Z;1680293;W03-C-Schaerbeek-FH04;;;;1680293;201;;2;201;;;;LU;;;;
2020-06-26T10:26:27.0000000Z;2020-06-26T10:26:28.4700000Z;1680287;W03-C-Schaerbeek-FH04;;;;1680287;001;;0;001;;;;LU;;;;
2020-06-26T10:26:27.0000000Z;2020-06-26T10:26:28.4700000Z;1680287;W03-C-Schaerbeek-FH04;;;;1680287;101;;1;101;;;;LU;;;;
2020-06-26T10:26:27.0000000Z;2020-06-26T10:26:28.4700000Z;1680287;W03-C-Schaerbeek-FH04;;;;1680287;201;;2;201;;;;LU;;;;
2020-06-26T10:26:27.0000000Z;2020-06-26T10:26:28.4700000Z;1680287;W03-C-Schaerbeek-FH04;;;;1680287;301;;3;302;;;;LU;;;;
2020-06-26T10:32:10.5930000Z;2020-06-26T10:30:08.4770000Z;947838;W03-C-Schaerbeek-FH04;;;;947838;001;;0;001;;;;LU;;;;
2020-06-26T10:32:10.5930000Z;2020-06-26T10:30:08.4770000Z;947838;W03-C-Schaerbeek-FH04;;;;947838;101;;1;101;;;;LU;;;;
2020-06-26T10:36:30.0000000Z;2020-06-26T10:36:31.2430000Z;5585336;W03-C-Schaerbeek-FH04;;;;5585336;101;;1;101;;;;LU;;;;
2020-06-26T10:36:30.0000000Z;2020-06-26T10:36:31.2430000Z;5585336;W03-C-Schaerbeek-FH04;;;;5585336;201;;2;201;;;;LU;;;;
2020-06-26T10:39:57.2430000Z;2020-06-26T10:37:56.5970000Z;1680297;W03-C-Schaerbeek-FH04;;;;1680297;001;;0;001;;;;LU;;;;
2020-06-26T10:39:57.2430000Z;2020-06-26T10:37:56.5970000Z;1680297;W03-C-Schaerbeek-FH04;;;;1680297;101;;1;101;;;;LU;;;;
2020-06-26T10:38:16.0000000Z;2020-06-26T10:38:17.4400000Z;1680284;W03-C-Schaerbeek-FH04;;;;1680284;001;;0;001;;;;LU;;;;
2020-06-26T10:38:16.0000000Z;2020-06-26T10:38:17.4400000Z;1680284;W03-C-Schaerbeek-FH04;;;;1680284;101;;1;101;;;;LU;;;;
2020-06-26T10:38:16.0000000Z;2020-06-26T10:38:17.4400000Z;1680284;W03-C-Schaerbeek-FH04;;;;1680284;201;;2;201;;;;LU;;;;
2020-06-26T10:38:16.0000000Z;2020-06-26T10:38:17.4400000Z;1680284;W03-C-Schaerbeek-FH04;;;;1680284;301;;3;301;;;;LU;;;;
2020-06-26T10:48:01.0000000Z;2020-06-26T10:48:02.4470000Z;948547;W03-C-Schaerbeek-FH04;;;;948547;001;;0;001;;;;BU;;;;
2020-06-26T10:48:01.0000000Z;2020-06-26T10:48:02.4470000Z;948547;W03-C-Schaerbeek-FH04;;;;948547;101;;1;101;;;;LU;;;;
2020-06-26T10:48:01.0000000Z;2020-06-26T10:48:02.4470000Z;948547;W03-C-Schaerbeek-FH04;;;;948547;201;;2;201;;;;LU;;;;
2020-06-26T10:48:01.0000000Z;2020-06-26T10:48:02.4470000Z;948547;W03-C-Schaerbeek-FH04;;;;948547;301;;3;301;;;;LU;;;;
2020-06-26T10:48:18.2330000Z;2020-06-26T10:48:21.0970000Z;660976;W03-C-Liege-FH08;;;;660976;0;808;00;01;;;;LU;;;;
2020-06-26T10:48:18.2330000Z;2020-06-26T10:48:21.0970000Z;660976;W03-C-Liege-FH08;;;;660976;0;808;1;11;;;;LU;;;;
2020-06-26T10:48:18.2330000Z;2020-06-26T10:48:21.0970000Z;660976;W03-C-Liege-FH08;;;;660976;0;808;2;21;;;;LU;;;;
2020-06-26T10:48:30.0000000Z;2020-06-26T10:48:31.6530000Z;1680296;W03-C-Schaerbeek-FH04;;;;1680296;001;;0;001;;;;LU;;;;
2020-06-26T10:48:30.0000000Z;2020-06-26T10:48:31.6530000Z;1680296;W03-C-Schaerbeek-FH04;;;;1680296;101;;1;101;;;;LU;;;;
2020-06-26T10:48:30.0000000Z;2020-06-26T10:48:31.6530000Z;1680296;W03-C-Schaerbeek-FH04;;;;1680296;201;;2;201;;;;LU;;;;
2020-06-26T10:55:19.1200000Z;2020-06-26T10:53:17.1430000Z;1680288;W03-C-Schaerbeek-FH04;;;;1680288;001;;0;101;;;;LU;;;;
2020-06-26T10:55:19.1200000Z;2020-06-26T10:53:17.1430000Z;1680288;W03-C-Schaerbeek-FH04;;;;1680288;101;;1;101;;;;LU;;;;
2020-06-26T10:59:13.3800000Z;2020-06-26T10:59:15.0400000Z;2840282;W03-C-Liege-FH08;;;;2840282;0;808;00;01;;;;LU;;;;
2020-06-26T10:59:13.3800000Z;2020-06-26T10:59:15.0400000Z;2840282;W03-C-Liege-FH08;;;;2840282;0;808;2;21;;;;LU;;;;
2020-06-26T11:04:53.7630000Z;2020-06-26T11:02:51.6970000Z;1680289;W03-C-Schaerbeek-FH04;;;;1680289;001;;0;001;;;;LU;;;;
2020-06-26T11:04:53.7630000Z;2020-06-26T11:02:51.6970000Z;1680289;W03-C-Schaerbeek-FH04;;;;1680289;101;;1;101;;;;LU;;;;
2020-06-26T11:07:30.0000000Z;2020-06-26T11:07:30.8830000Z;4114616;W03-C-Schaerbeek-FH04;;;;4114616;001;;0;001;;;;LU;;;;
2020-06-26T11:07:30.0000000Z;2020-06-26T11:07:30.8830000Z;4114616;W03-C-Schaerbeek-FH04;;;;4114616;101;;1;101;;;;LU;;;;
2020-06-26T11:07:30.0000000Z;2020-06-26T11:07:30.8830000Z;4114616;W03-C-Schaerbeek-FH04;;;;4114616;201;;2;201;;;;LU;;;;
2020-06-26T11:07:30.0000000Z;2020-06-26T11:07:30.8830000Z;4114616;W03-C-Schaerbeek-FH04;;;;4114616;301;;3;302;;;;LU;;;;
2020-06-26T11:10:25.0000000Z;2020-06-26T11:10:26.7670000Z;4114798;W03-C-Schaerbeek-FH04;;;;4114798;001;;0;001;;;;LU;;;;
2020-06-26T11:10:25.0000000Z;2020-06-26T11:10:26.7670000Z;4114798;W03-C-Schaerbeek-FH04;;;;4114798;002;;0;002;;;;BU;;;;
2020-06-26T11:10:25.0000000Z;2020-06-26T11:10:26.7670000Z;4114798;W03-C-Schaerbeek-FH04;;;;4114798;101;;1;101;;;;LU;;;;
2020-06-26T11:10:25.0000000Z;2020-06-26T11:10:26.7670000Z;4114798;W03-C-Schaerbeek-FH04;;;;4114798;201;;2;201;;;;LU;;;;
2020-06-26T11:10:25.0000000Z;2020-06-26T11:10:26.7670000Z;4114798;W03-C-Schaerbeek-FH04;;;;4114798;301;;3;301;;;;LU;;;;
2020-06-26T11:15:27.6000000Z;2020-06-26T11:15:28.7830000Z;2840281;W03-C-Liege-FH08;;;;2840281;0;808;00;01;;;;LU;;;;
2020-06-26T11:15:27.6000000Z;2020-06-26T11:15:28.7830000Z;2840281;W03-C-Liege-FH08;;;;2840281;0;808;00;01;;;;LU;;;;
2020-06-26T11:15:27.6000000Z;2020-06-26T11:15:28.7830000Z;2840281;W03-C-Liege-FH08;;;;2840281;0;808;1;11;;;;LU;;;;
2020-06-26T11:15:27.6000000Z;2020-06-26T11:15:28.7830000Z;2840281;W03-C-Liege-FH08;;;;2840281;0;808;2;21;;;;LU;;;;
2020-06-26T11:17:47.0000000Z;2020-06-26T11:17:48.1470000Z;947928;W03-C-Schaerbeek-FH04;;;;947928;001;;0;001;;;;LU;;;;
2020-06-26T11:17:47.0000000Z;2020-06-26T11:17:48.1470000Z;947928;W03-C-Schaerbeek-FH04;;;;947928;101;;1;101;;;;LU;;;;
2020-06-26T11:17:47.0000000Z;2020-06-26T11:17:48.1470000Z;947928;W03-C-Schaerbeek-FH04;;;;947928;201;;2;201;;;;LU;;;;
2020-06-26T11:17:47.0000000Z;2020-06-26T11:17:48.1470000Z;947928;W03-C-Schaerbeek-FH04;;;;947928;301;;3;301;;;;LU;;;;
2020-06-26T11:23:26.3370000Z;2020-06-26T11:21:24.3270000Z;1680317;W03-C-Schaerbeek-FH04;;;;1680317;001;;0;001;;;;LU;;;;
2020-06-26T11:23:26.3370000Z;2020-06-26T11:21:24.3270000Z;1680317;W03-C-Schaerbeek-FH04;;;;1680317;101;;1;101;;;;LU;;;;
2020-06-26T11:26:24.0270000Z;2020-06-26T11:26:26.1900000Z;2840284;W03-C-Liege-FH08;;;;2840284;0;808;00;01;;;;LU;;;;
2020-06-26T11:26:24.0270000Z;2020-06-26T11:26:26.1900000Z;2840284;W03-C-Liege-FH08;;;;2840284;0;808;1;11;;;;LU;;;;
2020-06-26T11:30:19.7000000Z;2020-06-26T11:28:17.6700000Z;1680320;W03-C-Schaerbeek-FH04;;;;1680320;001;;0;001;;;;LU;;;;
2020-06-26T11:30:19.7000000Z;2020-06-26T11:28:17.6700000Z;1680320;W03-C-Schaerbeek-FH04;;;;1680320;201;;2;201;;;;LU;;;;
2020-06-26T11:30:45.0000000Z;2020-06-26T11:30:46.1470000Z;4107424;W03-C-Schaerbeek-FH04;;;;4107424;001;;0;001;;;;LU;;;;
2020-06-26T11:30:45.0000000Z;2020-06-26T11:30:46.1470000Z;4107424;W03-C-Schaerbeek-FH04;;;;4107424;101;;1;101;;;;LU;;;;
2020-06-26T11:36:46.3130000Z;2020-06-26T11:36:48.6500000Z;660977;W03-C-Liege-FH08;;;;660977;0;808;00;01;;;;LU;;;;
2020-06-26T11:36:46.3130000Z;2020-06-26T11:36:48.6500000Z;660977;W03-C-Liege-FH08;;;;660977;0;808;2;21;;;;LU;;;;
2020-06-26T11:47:26.0270000Z;2020-06-26T11:47:28.0570000Z;660953;W03-C-Liege-FH08;;;;660953;0;808;00;01;;;;LU;;;;
2020-06-26T11:47:26.0270000Z;2020-06-26T11:47:28.0570000Z;660953;W03-C-Liege-FH08;;;;660953;0;808;1;11;;;;LU;;;;
2020-06-26T11:47:26.0270000Z;2020-06-26T11:47:28.0570000Z;660953;W03-C-Liege-FH08;;;;660953;0;808;2;21;;;;LU;;;;
2020-06-26T11:47:26.0270000Z;2020-06-26T11:47:28.0570000Z;660953;W03-C-Liege-FH08;;;;660953;0;808;3;31;;;;LU;;;;
2020-06-26T12:15:03.4930000Z;2020-06-26T12:15:05.7730000Z;660951;W03-C-Liege-FH08;;;;660951;0;808;00;01;;;;LU;;;;
2020-06-26T12:15:03.4930000Z;2020-06-26T12:15:05.7730000Z;660951;W03-C-Liege-FH08;;;;660951;0;808;1;11;;;;LU;;;;
2020-06-26T12:15:03.4930000Z;2020-06-26T12:15:05.7730000Z;660951;W03-C-Liege-FH08;;;;660951;0;808;2;21;;;;LU;;;;
2020-06-26T12:15:03.4930000Z;2020-06-26T12:15:05.7730000Z;660951;W03-C-Liege-FH08;;;;660951;0;808;3;31;;;;LU;;;;
2020-06-26T12:24:16.7930000Z;2020-06-26T12:24:18.9230000Z;4059799;W03-C-Liege-FH08;;;;4059799;0;808;00;01;;;;LU;;;;
2020-06-26T12:24:16.7930000Z;2020-06-26T12:24:18.9230000Z;4059799;W03-C-Liege-FH08;;;;4059799;0;808;1;11;;;;LU;;;;
2020-06-26T12:24:16.7930000Z;2020-06-26T12:24:18.9230000Z;4059799;W03-C-Liege-FH08;;;;4059799;0;808;2;21;;;;LU;;;;
2020-06-26T12:24:16.7930000Z;2020-06-26T12:24:18.9230000Z;4059799;W03-C-Liege-FH08;;;;4059799;0;808;3;31;;;;LU;;;;
2020-06-26T12:33:00.4830000Z;2020-06-26T12:33:02.3170000Z;661001;W03-C-Liege-FH08;;;;661001;0;808;00;01;;;;LU;;;;
2020-06-26T12:33:00.4830000Z;2020-06-26T12:33:02.3170000Z;661001;W03-C-Liege-FH08;;;;661001;0;808;1;11;;;;LU;;;;
2020-06-26T12:33:00.4830000Z;2020-06-26T12:33:02.3170000Z;661001;W03-C-Liege-FH08;;;;661001;0;808;2;21;;;;LU;;;;
2020-06-26T12:41:50.2030000Z;2020-06-26T12:41:53.3170000Z;3139230;W03-C-Liege-FH08;;;;3139230;0;808;00;01;;;;LU;;;;
2020-06-26T12:41:50.2030000Z;2020-06-26T12:41:53.3170000Z;3139230;W03-C-Liege-FH08;;;;3139230;0;808;2;21;;;;LU;;;;
2020-06-26T13:02:06.4300000Z;2020-06-26T13:02:08.6870000Z;3139218;W03-C-Liege-FH08;;;;3139218;0;808;00;01;;;;LU;;;;
2020-06-26T13:02:06.4300000Z;2020-06-26T13:02:08.6870000Z;3139218;W03-C-Liege-FH08;;;;3139218;0;808;00;02;;;;LU;;;;
2020-06-26T13:02:06.4300000Z;2020-06-26T13:02:08.6870000Z;3139218;W03-C-Liege-FH08;;;;3139218;0;808;1;11;;;;LU;;;;
2020-06-26T13:02:06.4300000Z;2020-06-26T13:02:08.6870000Z;3139218;W03-C-Liege-FH08;;;;3139218;0;808;2;21;;;;LU;;;;
2020-06-26T13:02:49.0000000Z;2020-06-26T13:02:49.6270000Z;3014400;W02-D-Leuven-FH02;;;;3014400;001;;0;0;;;;LU;;;;
2020-06-26T13:02:49.0000000Z;2020-06-26T13:02:49.6270000Z;3014400;W02-D-Leuven-FH02;;;;3014400;101;;1;5;;;;BU;;;;
2020-06-26T12:28:48.0130000Z;2020-06-26T13:06:47.9900000Z;1422735;W01-C-Namur-FH01;;;;1422735;1;152;0;01;;;;LU;;;;
2020-06-26T12:28:48.0130000Z;2020-06-26T13:06:47.9900000Z;1422735;W01-C-Namur-FH01;;;;1422735;2;152;1;11;;;;LU;;;;
2020-06-26T12:28:48.0130000Z;2020-06-26T13:06:47.9900000Z;1422735;W01-C-Namur-FH01;;;;1422735;3;152;2;21;;;;LU;;;;
2020-06-26T12:40:05.6730000Z;2020-06-26T13:06:48.8030000Z;1422734;W01-C-Namur-FH01;;;;1422734;0;152;0;01;;;;LU;;;;
2020-06-26T12:40:05.6730000Z;2020-06-26T13:06:48.8030000Z;1422734;W01-C-Namur-FH01;;;;1422734;0;152;1;11;;;;LU;;;;
2020-06-26T12:40:05.6730000Z;2020-06-26T13:06:48.8030000Z;1422734;W01-C-Namur-FH01;;;;1422734;0;152;2;21;;;;LU;;;;
2020-06-26T13:05:47.3770000Z;2020-06-26T13:06:50.3870000Z;1422753;W01-C-Namur-FH01;;;;1422753;0;185;0;01;;;;LU;;;;
2020-06-26T13:05:47.3770000Z;2020-06-26T13:06:50.3870000Z;1422753;W01-C-Namur-FH01;;;;1422753;0;152;1;11;;;;LU;;;;
2020-06-26T13:05:47.3770000Z;2020-06-26T13:06:50.3870000Z;1422753;W01-C-Namur-FH01;;;;1422753;0;152;2;21;;;;LU;;;;
2020-06-26T13:23:42.4170000Z;2020-06-26T13:23:44.5330000Z;1422755;W01-C-Namur-FH01;;;;1422755;0;152;0;01;;;;LU;;;;
2020-06-26T13:23:42.4170000Z;2020-06-26T13:23:44.5330000Z;1422755;W01-C-Namur-FH01;;;;1422755;0;152;1;11;;;;LU;;;;
2020-06-26T13:23:42.4170000Z;2020-06-26T13:23:44.5330000Z;1422755;W01-C-Namur-FH01;;;;1422755;0;152;2;21;;;;LU;;;;
2020-06-26T15:52:27.7200000Z;2020-06-26T15:52:28.8170000Z;3139215;W03-C-Liege-FH08;;;;3139215;00;808;00;01;;;;LU;;;;
2020-06-26T15:52:27.7200000Z;2020-06-26T15:52:28.8170000Z;3139215;W03-C-Liege-FH08;;;;3139215;11;808;1;11;;;;LU;;;;
2020-06-26T15:52:27.7200000Z;2020-06-26T15:52:28.8170000Z;3139215;W03-C-Liege-FH08;;;;3139215;12;808;1;12;;;;LU;;;;
2020-06-26T15:52:27.7200000Z;2020-06-26T15:52:28.8170000Z;3139215;W03-C-Liege-FH08;;;;3139215;21;808;2;21;;;;LU;;;;
2020-06-26T15:52:27.7200000Z;2020-06-26T15:52:28.8170000Z;3139215;W03-C-Liege-FH08;;;;3139215;22;808;2;22;;;;LU;;;;
2020-06-26T15:52:27.7200000Z;2020-06-26T15:52:28.8170000Z;3139215;W03-C-Liege-FH08;;;;3139215;3;808;3;31;;;;LU;;;;
2020-06-27T09:09:23.0000000Z;2020-06-27T09:09:24.1630000Z;5575734;;;;;;35;;0;35;;;;BU;;;;
2020-06-27T09:10:52.0000000Z;2020-06-27T09:10:53.2130000Z;60013;;;;;;37;;0;37;;;;BU;;;;
2020-06-27T09:26:33.0000000Z;2020-06-27T09:26:33.8430000Z;NB-88002722184;W01-C-Roeselare-FH03;;;;NB-88002722184;27;;0;27;;VABI;;BU;;;;
2020-06-27T09:27:04.0000000Z;2020-06-27T09:27:05.1070000Z;3420200;;;;;;25;;0;25;;;;BU;;;;
2020-06-27T10:30:48.0000000Z;2020-06-27T10:30:48.7700000Z;6449907;;;;;;0001;;0;1;;;;BU;;;;
2020-06-27T14:36:33.1570000Z;2020-06-27T14:36:35.3000000Z;4597654;W03-C-Liege-FH08;;;;4597654;0;803;Rdc;01;;;;LU;;;;
2020-06-27T14:36:33.1570000Z;2020-06-27T14:36:35.3000000Z;4597654;W03-C-Liege-FH08;;;;4597654;0;803;1;11;;;;LU;;;;
2020-06-27T14:36:33.1570000Z;2020-06-27T14:36:35.3000000Z;4597654;W03-C-Liege-FH08;;;;4597654;0;803;2;21;;;;LU;;;;
2020-06-27T14:40:27.0900000Z;2020-06-27T14:40:28.8970000Z;3138335;W03-C-Liege-FH08;;;;3138335;0;803;Rdc;01;;;;LU;;;;
2020-06-27T14:40:27.0900000Z;2020-06-27T14:40:28.8970000Z;3138335;W03-C-Liege-FH08;;;;3138335;0;803;1;11;;;;LU;;;;
2020-06-27T14:43:48.2700000Z;2020-06-27T14:43:50.3370000Z;1442111;W03-C-Liege-FH08;;;;1442111;0;803;Rdc;01;;;;LU;;;;
2020-06-27T14:43:48.2700000Z;2020-06-27T14:43:50.3370000Z;1442111;W03-C-Liege-FH08;;;;1442111;0;803;1;11;;;;LU;;;;
2020-06-27T14:43:48.2700000Z;2020-06-27T14:43:50.3370000Z;1442111;W03-C-Liege-FH08;;;;1442111;0;803;2;21;;;;LU;;;;
2020-06-27T14:47:21.3970000Z;2020-06-27T14:47:23.5970000Z;3138333;W03-C-Liege-FH08;;;;3138333;0;803;Rdc;01;;;;LU;;;;
2020-06-27T14:47:21.3970000Z;2020-06-27T14:47:23.5970000Z;3138333;W03-C-Liege-FH08;;;;3138333;0;803;1;11;;;;LU;;;;
2020-06-27T14:47:21.3970000Z;2020-06-27T14:47:23.5970000Z;3138333;W03-C-Liege-FH08;;;;3138333;0;803;2;21;;;;LU;;;;
2020-06-27T14:51:03.9400000Z;2020-06-27T14:51:06.1730000Z;3138332;W03-C-Liege-FH08;;;;3138332;0;803;Rdc;01;;Sous sol;;LU;;;;
2020-06-27T14:51:03.9400000Z;2020-06-27T14:51:06.1730000Z;3138332;W03-C-Liege-FH08;;;;3138332;0;803;1;11;;Duplex;;LU;;;;
2020-06-27T14:51:03.9400000Z;2020-06-27T14:51:06.1730000Z;3138332;W03-C-Liege-FH08;;;;3138332;0;803;3;31;;;;LU;;;;
2020-06-27T14:54:43.6770000Z;2020-06-27T14:54:45.8570000Z;3138331;W03-C-Liege-FH08;;;;3138331;0;803;1;11;;Duplex;;LU;;;;
2020-06-27T14:54:43.6770000Z;2020-06-27T14:54:45.8570000Z;3138331;W03-C-Liege-FH08;;;;3138331;0;803;2;21;;;;LU;;;;
2020-06-27T14:54:43.6770000Z;2020-06-27T14:54:45.8570000Z;3138331;W03-C-Liege-FH08;;;;3138331;0;803;3;31;;;;LU;;;;
2020-06-27T14:59:15.1600000Z;2020-06-27T14:59:18.0270000Z;660935;W03-C-Liege-FH08;;;;660935;0;803;Rdc;01;;;;LU;;;;
2020-06-27T14:59:15.1600000Z;2020-06-27T14:59:18.0270000Z;660935;W03-C-Liege-FH08;;;;660935;0;803;1;11;;;;LU;;;;
2020-06-27T14:59:15.1600000Z;2020-06-27T14:59:18.0270000Z;660935;W03-C-Liege-FH08;;;;660935;0;803;2;21;;;;LU;;;;
2020-06-27T15:18:52.3400000Z;2020-06-27T15:18:54.5070000Z;2762104;W03-C-Liege-FH08;;;;2762104;0;802;Rdc;01;;;;LU;;;;
